I0626 22:19:31.832112  1996 server.go:1349] Starting language server process with pid 1996
I0627 03:32:32.671538  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x66c55d8a95a2ccad
I0627 03:32:33.270015  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2eb0e3d68a05e2a8
I0627 03:38:32.702317  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xa4f76c8543a67cc4
I0627 03:38:34.096509  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2e1a03725ef25748
I0627 03:39:14.273933  1996 input_loop.go:34] HandleUserInput called with text: "Act as an expert .NET 10 developer. Using our existing Carter setup described in \"context.md\", refactor all our modular endpoint classes under the `Endpoints/` directory to enforce authentication by applying `.RequireAuthorization()` to their respective route groups, while explicitly adding `.AllowAnonymous()` only to the Login, Register, and Refresh endpoints inside `AuthModule.cs`."
I0627 03:39:14.283632  1996 conversation_manager.go:437] Forwarding user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 03:39:14.283632  1996 server.go:1104] Sending user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 03:39:24.509003  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xad8e01a515556fbc ResponseID: uRs_aoHYAenNkdUP5JrW4Q8
I0627 03:39:25.737043  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x958230024c6c7670 ResponseID: uhs_aqiiG6qunsEPir-Y-QU
E0627 03:39:26.167258  1996 log.go:398] checkpoint model generated tool calls
I0627 03:39:26.308899  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:39:26.308899  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:39:26.759141  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:39:26.759672  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:39:32.314795  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x91bf9fa8eccddac8 ResponseID: whs_arPTEPy0kdUPid26kA4
I0627 03:39:32.756169  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:39:32.756169  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:39:39.148557  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd36012ed291b9491 ResponseID: yRs_avT1IdaF7M8P0M_6SA
I0627 03:39:39.321370  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:39:39.321370  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:39:43.736597  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x33c0d9a661691d2c ResponseID: zhs_aon0JrSHkdUPrPTCoAQ
I0627 03:39:44.104821  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:39:44.104821  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:39:53.902129  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf52aa0456631031e ResponseID: 1xs_aqv2L9Pj7M8PnvHwIQ
I0627 03:39:54.111071  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:39:54.111071  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:39:59.152374  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfdbe1ffcd2a1cd47 ResponseID: 3Rs_asK1NrWEkdUPuc66sQ0
I0627 03:39:59.358895  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:39:59.358895  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:03.690586  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7e0ff3ec8b96d623 ResponseID: 4hs_au6eLfjj7M8PvrfIwAU
I0627 03:40:03.963425  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:03.963425  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:08.760979  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc3c7e22963854d70 ResponseID: 5xs_arf2N-ftkdUP5qGgoQ0
I0627 03:40:08.949042  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:08.950043  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:13.968824  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x64f68c2d80e51600 ResponseID: 7Bs_ao-QM_CN7M8P2pjLQA
I0627 03:40:14.234304  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:14.234304  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:20.671533  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8f85071c523c007c ResponseID: 8hs_aqqUNoGrnsEP9u_Y2Q0
I0627 03:40:20.961812  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:20.962374  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:21.976202  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xde68320a82da746c ResponseID: 9Rs_ap3OE9WensEPlajA8AU
I0627 03:40:22.298226  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:22.298226  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:23.342862  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3a23e54ad9977dcd ResponseID: 9hs_atHiLo2qnsEP-or24AU
I0627 03:40:23.844620  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:23.844620  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:24.857033  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa7d52d8dcd9fd9a7 ResponseID: -Bs_aojODIuEkdUP1tDy4QU
I0627 03:40:25.226414  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:25.226414  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:26.568883  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x644102e5465df54d ResponseID: -Rs_areFJL32nsEPuf71oQM
I0627 03:40:26.989159  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:26.989159  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:28.066866  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x16ed07382b0facc4 ResponseID: -xs_arv3GKqunsEPir-Y-QU
I0627 03:40:28.572271  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:28.572271  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:29.702358  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe2995cce4dd66aa1 ResponseID: _Bs_auypOaSDkdUP683jkQ0
I0627 03:40:29.861206  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:29.861206  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:30.906250  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf56ccdcc5a535cf ResponseID: _hs_asL_E6bk7M8PuqnA2Q0
I0627 03:40:31.062118  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:31.062118  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:31.929164  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdb5fade9effb8be8 ResponseID: _xs_avyXG4_txN8P9Mvo4A0
I0627 03:40:32.064643  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:32.065608  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:33.067961  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x86915d5d3d41457d ResponseID: ABw_apK3HaWLkdUP-tqRmQ0
I0627 03:40:33.178080  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:33.179047  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:34.037604  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x681f1673dd2499ac ResponseID: ARw_aprNJbTjkdUPkr_AkAE
I0627 03:40:34.191331  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:34.192314  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:35.187596  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcf0a7a3df7cb9255 ResponseID: Ahw_ar_fJYW8kdUPlrDYsQM
I0627 03:40:35.705841  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:35.705841  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:37.224500  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa58749969b4cf514 ResponseID: BBw_aqKxDpi2vdIP4I6y0AY
I0627 03:40:37.771818  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:37.774818  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:38.837279  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7e34fee04bbfd742 ResponseID: Bhw_auaHD_yYkdUP8_W02AI
I0627 03:40:39.488236  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:39.488800  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:40.451721  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3cb2ea2ffc1ec2e2 ResponseID: Bxw_asvKN4br7M8PjafEGQ
I0627 03:40:41.071256  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:41.072734  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:42.209759  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x467abbf8c529f57b ResponseID: CRw_as_ZIomYkdUPnoCg4AE
I0627 03:40:43.136267  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:43.137332  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:49.903443  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x49440f42bf8524bd ResponseID: EBw_arGeF6ChnsEPrY-6OA
I0627 03:40:50.475978  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:50.476969  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:51.872929  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcace1143d509e66a ResponseID: Exw_aqLTAv7pkdUPoILtmQ0
I0627 03:40:52.498938  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:52.498938  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:55.197567  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9e1e087d4a6dfc97 ResponseID: Fhw_ar31CaD3nsEPvZL3yAY
I0627 03:40:55.315101  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:55.315101  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:57.123451  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x80f77b0770dbadd9 ResponseID: Fxw_aoeZNLj0xN8P_Z6lsQo
I0627 03:40:57.273126  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:57.273126  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:40:58.396939  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd68bbfdc25ffdfbb ResponseID: GRw_arTMLKelvdIPy9mX2Qg
I0627 03:40:58.553953  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:40:58.553953  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:41:01.352825  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4f270ccf3863c77f ResponseID: Gxw_arAOqPuewQ-KyadJ
I0627 03:41:02.175246  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:41:02.175246  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:41:08.552243  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x67e4219877501d2d ResponseID: Ixw_asHyKti9nsEPpPqq4QI
I0627 03:41:08.690679  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:41:08.690679  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:41:10.539933  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa5c99efa5d2a7f17 ResponseID: JRw_aoSxC7zLkdUPkKG5-AM
I0627 03:41:10.551911  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 557
I0627 03:41:10.666186  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:41:10.667185  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:41:52.356580  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=557, approved=true, sandboxOverride=false, persistGrants=[]
I0627 03:41:52.356580  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 557 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 03:41:58.779805  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x308fceaf99cbd9dc ResponseID: Vhw_ap0zkZiR1Q-I0IagAw
I0627 03:41:58.979574  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:41:58.980577  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:00.261629  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x85cb5cba723d144d ResponseID: Vxw_auLTIJfHkdUPnJ6lGA
I0627 03:42:00.322448  1996 quota_manager.go:72] quotaRefreshLoop: starting reload (force=false)
I0627 03:42:00.398938  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:00.399938  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:13.227481  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd5fb1db60849b053 ResponseID: ZBw_avToB4fkkdUPudzV0A4
I0627 03:42:13.384926  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:13.384926  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:14.748168  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6fe34667c4a816b5 ResponseID: ZRw_aoWqPPK9nsEPx_LYkAM
I0627 03:42:14.792516  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 565
I0627 03:42:15.105879  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:15.105879  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:18.958794  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=565, approved=true, sandboxOverride=false, persistGrants=[]
I0627 03:42:18.959380  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 565 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 03:42:20.639367  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa03a20ca446bf864 ResponseID: axw_aqjxN4W8kdUPoYS_6Q4
I0627 03:42:20.656574  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 567
I0627 03:42:20.810978  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:20.810978  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:27.326744  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=567, approved=true, sandboxOverride=false, persistGrants=[]
I0627 03:42:27.326744  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 567 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 03:42:29.652524  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6174d0d60edabbec ResponseID: dBw_aov9FuftkdUP5qGgoQ0
I0627 03:42:29.668069  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 569
I0627 03:42:29.762380  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:29.762380  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:34.909466  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=569, approved=true, sandboxOverride=false, persistGrants=[]
I0627 03:42:34.910426  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 569 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 03:42:36.815537  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8613f30a2e19628e ResponseID: exw_auv2OdPj7M8PnvHwIQ
I0627 03:42:36.840057  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 571
I0627 03:42:36.933396  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:36.933396  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:39.902197  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=571, approved=true, sandboxOverride=false, persistGrants=[]
